Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ISI,left_stim,right_stim,ANSWER,duration_mouseview,condition
29,1633030715486,30/09/2021 19:38:35,1633030715378,-7,30/09/2021 12:38:35,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,3,5,2,Screen 2,Zone1,response_button_text,3320.199999988079,,,+,1,0,1,0,,,,,1,trial,500,male1.jpeg,female1.jpeg,,10000,NudeFemaleNudeMale
30,1633030725467,30/09/2021 19:38:45,1633030725387,-7,30/09/2021 12:38:45,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,3,5,3,Screen 4,Zone4,mouse_view,,,,63315-4-4758057-task-rrep-16096338-mousetracking-6-3.xlsx,,0,1,0,,,,,1,trial,500,male1.jpeg,female1.jpeg,,10000,NudeFemaleNudeMale
31,1633030725685,30/09/2021 19:38:45,1633030725388,-7,30/09/2021 12:38:45,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,3,5,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/16096338?filename=mousetracking-6-3.xlsx,,0,1,0,,,,,1,trial,500,male1.jpeg,female1.jpeg,,10000,NudeFemaleNudeMale
32,1633030725685,30/09/2021 19:38:45,1633030725388,-7,30/09/2021 12:38:45,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,3,5,3,Screen 4,Zone3,timelimit_screen,9999.939000000013,,,,,0,1,0,,,1,,1,trial,500,male1.jpeg,female1.jpeg,,10000,NudeFemaleNudeMale
33,1633030725961,30/09/2021 19:38:45,1633030725872,-7,30/09/2021 12:38:45,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,9,6,1,Screen 1,Zone2,timelimit_screen,499.9739999999874,,,,,0,1,0,,,1,,1,trial,500,female2.jpeg,male2.jpeg,,10000,NudeFemaleNudeMale
34,1633030728074,30/09/2021 19:38:48,1633030727994,-7,30/09/2021 12:38:47,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,9,6,2,Screen 2,Zone1,response_button_text,2119.9000000059605,,,+,1,0,1,0,,,,,1,trial,500,female2.jpeg,male2.jpeg,,10000,NudeFemaleNudeMale
35,1633030738096,30/09/2021 19:38:58,1633030738003,-7,30/09/2021 12:38:58,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,9,6,3,Screen 4,Zone4,mouse_view,,,,63315-4-4758057-task-rrep-16096338-mousetracking-7-3.xlsx,,0,1,0,,,,,1,trial,500,female2.jpeg,male2.jpeg,,10000,NudeFemaleNudeMale
36,1633030738284,30/09/2021 19:38:58,1633030738004,-7,30/09/2021 12:38:58,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,9,6,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/16096338?filename=mousetracking-7-3.xlsx,,0,1,0,,,,,1,trial,500,female2.jpeg,male2.jpeg,,10000,NudeFemaleNudeMale
37,1633030738284,30/09/2021 19:38:58,1633030738004,-7,30/09/2021 12:38:58,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,9,6,3,Screen 4,Zone3,timelimit_screen,9999.76000000001,,,,,0,1,0,,,1,,1,trial,500,female2.jpeg,male2.jpeg,,10000,NudeFemaleNudeMale
38,1633030738590,30/09/2021 19:38:58,1633030738490,-7,30/09/2021 12:38:58,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,7,7,1,Screen 1,Zone2,timelimit_screen,499.9910000000091,,,,,0,1,0,,,1,,1,trial,500,male5.jpeg,female5.jpeg,,10000,NudeFemaleNudeMale
39,1633030740231,30/09/2021 19:39:00,1633030740146,-7,30/09/2021 12:39:00,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,7,7,2,Screen 2,Zone1,response_button_text,1646.300000011921,,,+,1,0,1,0,,,,,1,trial,500,male5.jpeg,female5.jpeg,,10000,NudeFemaleNudeMale
40,1633030750260,30/09/2021 19:39:10,1633030750167,-7,30/09/2021 12:39:10,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,7,7,3,Screen 4,Zone4,mouse_view,,,,63315-4-4758057-task-rrep-16096338-mousetracking-8-3.xlsx,,0,1,0,,,,,1,trial,500,male5.jpeg,female5.jpeg,,10000,NudeFemaleNudeMale
41,1633030750439,30/09/2021 19:39:10,1633030750169,-7,30/09/2021 12:39:10,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,7,7,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/16096338?filename=mousetracking-8-3.xlsx,,0,1,0,,,,,1,trial,500,male5.jpeg,female5.jpeg,,10000,NudeFemaleNudeMale
42,1633030750439,30/09/2021 19:39:10,1633030750169,-7,30/09/2021 12:39:10,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,7,7,3,Screen 4,Zone3,timelimit_screen,10000.051999999996,,,,,0,1,0,,,1,,1,trial,500,male5.jpeg,female5.jpeg,,10000,NudeFemaleNudeMale
43,1633030750717,30/09/2021 19:39:10,1633030750639,-7,30/09/2021 12:39:10,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,5,8,1,Screen 1,Zone2,timelimit_screen,499.94700000001467,,,,,0,1,0,,,1,,1,trial,500,male3.jpeg,female3.jpeg,,10000,NudeFemaleNudeMale
44,1633030753111,30/09/2021 19:39:13,1633030753026,-7,30/09/2021 12:39:13,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,5,8,2,Screen 2,Zone1,response_button_text,2376.7999999821186,,,+,1,0,1,0,,,,,1,trial,500,male3.jpeg,female3.jpeg,,10000,NudeFemaleNudeMale
45,1633030763126,30/09/2021 19:39:23,1633030763043,-7,30/09/2021 12:39:23,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,5,8,3,Screen 4,Zone4,mouse_view,,,,63315-4-4758057-task-rrep-16096338-mousetracking-9-3.xlsx,,0,1,0,,,,,1,trial,500,male3.jpeg,female3.jpeg,,10000,NudeFemaleNudeMale
46,1633030763314,30/09/2021 19:39:23,1633030763044,-7,30/09/2021 12:39:23,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,5,8,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/16096338?filename=mousetracking-9-3.xlsx,,0,1,0,,,,,1,trial,500,male3.jpeg,female3.jpeg,,10000,NudeFemaleNudeMale
47,1633030763314,30/09/2021 19:39:23,1633030763044,-7,30/09/2021 12:39:23,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,5,8,3,Screen 4,Zone3,timelimit_screen,10000.326000000001,,,,,0,1,0,,,1,,1,trial,500,male3.jpeg,female3.jpeg,,10000,NudeFemaleNudeMale
48,1633030763600,30/09/2021 19:39:23,1633030763521,-7,30/09/2021 12:39:23,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,10,9,1,Screen 1,Zone2,timelimit_screen,499.64000000001397,,,,,0,1,0,,,1,,1,trial,500,female3.jpeg,male3.jpeg,,10000,NudeFemaleNudeMale
49,1633030766797,30/09/2021 19:39:26,1633030766722,-7,30/09/2021 12:39:26,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,10,9,2,Screen 2,Zone1,response_button_text,3197,,,+,1,0,1,0,,,,,1,trial,500,female3.jpeg,male3.jpeg,,10000,NudeFemaleNudeMale
50,1633030776805,30/09/2021 19:39:36,1633030776729,-7,30/09/2021 12:39:36,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,10,9,3,Screen 4,Zone4,mouse_view,,,,63315-4-4758057-task-rrep-16096338-mousetracking-10-3.xlsx,,0,1,0,,,,,1,trial,500,female3.jpeg,male3.jpeg,,10000,NudeFemaleNudeMale
51,1633030776996,30/09/2021 19:39:36,1633030776730,-7,30/09/2021 12:39:36,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,10,9,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/16096338?filename=mousetracking-10-3.xlsx,,0,1,0,,,,,1,trial,500,female3.jpeg,male3.jpeg,,10000,NudeFemaleNudeMale
52,1633030776996,30/09/2021 19:39:36,1633030776730,-7,30/09/2021 12:39:36,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,10,9,3,Screen 4,Zone3,timelimit_screen,9999.937999999995,,,,,0,1,0,,,1,,1,trial,500,female3.jpeg,male3.jpeg,,10000,NudeFemaleNudeMale
53,1633030777274,30/09/2021 19:39:37,1633030777205,-7,30/09/2021 12:39:37,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,6,10,1,Screen 1,Zone2,timelimit_screen,499.7930000000051,,,,,0,1,0,,,1,,1,trial,500,male4.jpeg,female4.jpeg,,10000,NudeFemaleNudeMale
54,1633030778821,30/09/2021 19:39:38,1633030778737,-7,30/09/2021 12:39:38,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,6,10,2,Screen 2,Zone1,response_button_text,1529.5,,,+,1,0,1,0,,,,,1,trial,500,male4.jpeg,female4.jpeg,,10000,NudeFemaleNudeMale
55,1633030788825,30/09/2021 19:39:48,1633030788737,-7,30/09/2021 12:39:48,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,6,10,3,Screen 4,Zone4,mouse_view,,,,63315-4-4758057-task-rrep-16096338-mousetracking-11-3.xlsx,,0,1,0,,,,,1,trial,500,male4.jpeg,female4.jpeg,,10000,NudeFemaleNudeMale
56,1633030789013,30/09/2021 19:39:49,1633030788737,-7,30/09/2021 12:39:48,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,6,10,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/16096338?filename=mousetracking-11-3.xlsx,,0,1,0,,,,,1,trial,500,male4.jpeg,female4.jpeg,,10000,NudeFemaleNudeMale
57,1633030789013,30/09/2021 19:39:49,1633030788738,-7,30/09/2021 12:39:48,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,6,10,3,Screen 4,Zone3,timelimit_screen,10000.413,,,,,0,1,0,,,1,,1,trial,500,male4.jpeg,female4.jpeg,,10000,NudeFemaleNudeMale
58,1633030795150,30/09/2021 19:39:55,1633030795066,-7,30/09/2021 12:39:55,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,13,1,1,Screen 1,advancementZone,continue_button,6319,,,,,0,1,0,,,,,,break,,,,,,
59,1633030795635,30/09/2021 19:39:55,1633030795555,-7,30/09/2021 12:39:55,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,20,11,1,Screen 1,Zone2,timelimit_screen,499.60700000001816,,,,,0,1,0,,,1,,2,trial,500,female2.jpeg,male2.jpeg,,10000,NudeFemaleNudeMale
60,1633030796940,30/09/2021 19:39:56,1633030796857,-7,30/09/2021 12:39:56,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,20,11,2,Screen 2,Zone1,response_button_text,1300.4000000059605,,,+,1,0,1,0,,,,,2,trial,500,female2.jpeg,male2.jpeg,,10000,NudeFemaleNudeMale
61,1633030807004,30/09/2021 19:40:07,1633030806874,-7,30/09/2021 12:40:06,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,20,11,3,Screen 4,Zone4,mouse_view,,,,63315-4-4758057-task-rrep-16096338-mousetracking-13-3.xlsx,,0,1,0,,,,,2,trial,500,female2.jpeg,male2.jpeg,,10000,NudeFemaleNudeMale
62,1633030810251,30/09/2021 19:40:10,1633030806875,-7,30/09/2021 12:40:06,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,20,11,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/16096338?filename=mousetracking-13-3.xlsx,,0,1,0,,,,,2,trial,500,female2.jpeg,male2.jpeg,,10000,NudeFemaleNudeMale
63,1633030810251,30/09/2021 19:40:10,1633030806876,-7,30/09/2021 12:40:06,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,20,11,3,Screen 4,Zone3,timelimit_screen,9999.983000000007,,,,,0,1,0,,,1,,2,trial,500,female2.jpeg,male2.jpeg,,10000,NudeFemaleNudeMale
64,1633030810251,30/09/2021 19:40:10,1633030807357,-7,30/09/2021 12:40:07,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,22,12,1,Screen 1,Zone2,timelimit_screen,500.25699999998324,,,,,0,1,0,,,1,,2,trial,500,female4.jpeg,male4.jpeg,,10000,NudeFemaleNudeMale
65,1633030810251,30/09/2021 19:40:10,1633030807761,-7,30/09/2021 12:40:07,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,22,12,2,Screen 2,Zone1,response_button_text,401.30000001192093,,,+,1,0,1,0,,,,,2,trial,500,female4.jpeg,male4.jpeg,,10000,NudeFemaleNudeMale
66,1633030818007,30/09/2021 19:40:18,1633030817777,-7,30/09/2021 12:40:17,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,22,12,3,Screen 4,Zone4,mouse_view,,,,63315-4-4758057-task-rrep-16096338-mousetracking-14-3.xlsx,,0,1,0,,,,,2,trial,500,female4.jpeg,male4.jpeg,,10000,NudeFemaleNudeMale
67,1633030818339,30/09/2021 19:40:18,1633030817778,-7,30/09/2021 12:40:17,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,22,12,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/16096338?filename=mousetracking-14-3.xlsx,,0,1,0,,,,,2,trial,500,female4.jpeg,male4.jpeg,,10000,NudeFemaleNudeMale
68,1633030818339,30/09/2021 19:40:18,1633030817779,-7,30/09/2021 12:40:17,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,22,12,3,Screen 4,Zone3,timelimit_screen,9999.916999999987,,,,,0,1,0,,,1,,2,trial,500,female4.jpeg,male4.jpeg,,10000,NudeFemaleNudeMale
69,1633030818675,30/09/2021 19:40:18,1633030818254,-7,30/09/2021 12:40:18,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,18,13,1,Screen 1,Zone2,timelimit_screen,499.7479999999923,,,,,0,1,0,,,1,,2,trial,500,male5.jpeg,female5.jpeg,,10000,NudeFemaleNudeMale
70,1633030818863,30/09/2021 19:40:18,1633030818753,-7,30/09/2021 12:40:18,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,18,13,2,Screen 2,Zone1,response_button_text,496.59999999403954,,,+,1,0,1,0,,,,,2,trial,500,male5.jpeg,female5.jpeg,,10000,NudeFemaleNudeMale
71,1633030828849,30/09/2021 19:40:28,1633030828752,-7,30/09/2021 12:40:28,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,18,13,3,Screen 4,Zone4,mouse_view,,,,63315-4-4758057-task-rrep-16096338-mousetracking-15-3.xlsx,,0,1,0,,,,,2,trial,500,male5.jpeg,female5.jpeg,,10000,NudeFemaleNudeMale
72,1633030829167,30/09/2021 19:40:29,1633030828753,-7,30/09/2021 12:40:28,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,18,13,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/16096338?filename=mousetracking-15-3.xlsx,,0,1,0,,,,,2,trial,500,male5.jpeg,female5.jpeg,,10000,NudeFemaleNudeMale
73,1633030829167,30/09/2021 19:40:29,1633030828753,-7,30/09/2021 12:40:28,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,18,13,3,Screen 4,Zone3,timelimit_screen,9999.86599999998,,,,,0,1,0,,,1,,2,trial,500,male5.jpeg,female5.jpeg,,10000,NudeFemaleNudeMale
74,1633030829362,30/09/2021 19:40:29,1633030829238,-7,30/09/2021 12:40:29,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,16,14,1,Screen 1,Zone2,timelimit_screen,500.12100000001374,,,,,0,1,0,,,1,,2,trial,500,male3.jpeg,female3.jpeg,,10000,NudeFemaleNudeMale
75,1633030829901,30/09/2021 19:40:29,1633030829817,-7,30/09/2021 12:40:29,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,16,14,2,Screen 2,Zone1,response_button_text,577,,,+,1,0,1,0,,,,,2,trial,500,male3.jpeg,female3.jpeg,,10000,NudeFemaleNudeMale
76,1633030839901,30/09/2021 19:40:39,1633030839819,-7,30/09/2021 12:40:39,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,16,14,3,Screen 4,Zone4,mouse_view,,,,63315-4-4758057-task-rrep-16096338-mousetracking-16-3.xlsx,,0,1,0,,,,,2,trial,500,male3.jpeg,female3.jpeg,,10000,NudeFemaleNudeMale
77,1633030840230,30/09/2021 19:40:40,1633030839820,-7,30/09/2021 12:40:39,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,16,14,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/16096338?filename=mousetracking-16-3.xlsx,,0,1,0,,,,,2,trial,500,male3.jpeg,female3.jpeg,,10000,NudeFemaleNudeMale
78,1633030840230,30/09/2021 19:40:40,1633030839820,-7,30/09/2021 12:40:39,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,16,14,3,Screen 4,Zone3,timelimit_screen,10000.40300000002,,,,,0,1,0,,,1,,2,trial,500,male3.jpeg,female3.jpeg,,10000,NudeFemaleNudeMale
79,1633030840408,30/09/2021 19:40:40,1633030840304,-7,30/09/2021 12:40:40,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,19,15,1,Screen 1,Zone2,timelimit_screen,499.5789999999688,,,,,0,1,0,,,1,,2,trial,500,female1.jpeg,male1.jpeg,,10000,NudeFemaleNudeMale
80,1633030841246,30/09/2021 19:40:41,1633030841169,-7,30/09/2021 12:40:41,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,19,15,2,Screen 2,Zone1,response_button_text,861.9000000059605,,,+,1,0,1,0,,,,,2,trial,500,female1.jpeg,male1.jpeg,,10000,NudeFemaleNudeMale
81,1633030851391,30/09/2021 19:40:51,1633030851174,-7,30/09/2021 12:40:51,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,19,15,3,Screen 4,Zone4,mouse_view,,,,63315-4-4758057-task-rrep-16096338-mousetracking-17-3.xlsx,,0,1,0,,,,,2,trial,500,female1.jpeg,male1.jpeg,,10000,NudeFemaleNudeMale
82,1633030851720,30/09/2021 19:40:51,1633030851175,-7,30/09/2021 12:40:51,63315,4,task-rrep,,16096338,101,4758057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,19,15,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/16096338?filename=mousetracking-17-3.xlsx,,0,1,0,,,,,2,trial,500,female1.jpeg,male1.jpeg,,10000,NudeFemaleNudeMale
