Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ISI,left_stim,right_stim,ANSWER,duration_mouseview,condition
1,1633029303087,30/09/2021 19:15:03,1633029303025,-7,30/09/2021 12:15:03,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,
2,1633029322395,30/09/2021 19:15:22,1633029322390,-7,30/09/2021 12:15:22,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,19332.90000000596,,,,,0,1,0,,,,,,instructions,,,,,,
3,1633029322880,30/09/2021 19:15:22,1633029322887,-7,30/09/2021 12:15:22,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,timelimit_screen,499.6730000000025,,,,,0,1,0,,,1,,,practice,500,neutral6.jpg,neutral7.jpg,,10000,Practice
4,1633029324083,30/09/2021 19:15:24,1633029324069,-7,30/09/2021 12:15:24,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,2,1,2,Screen 2,Zone1,response_button_text,1177.2000000178814,,,+,1,0,1,0,,,,,,practice,500,neutral6.jpg,neutral7.jpg,,10000,Practice
5,1633029334132,30/09/2021 19:15:34,1633029334077,-7,30/09/2021 12:15:34,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,2,1,3,Screen 4,Zone4,mouse_view,,,,63315-4-4757935-task-rrep-16095978-mousetracking-1-3.xlsx,,0,1,0,,,,,,practice,500,neutral6.jpg,neutral7.jpg,,10000,Practice
6,1633029334351,30/09/2021 19:15:34,1633029334078,-7,30/09/2021 12:15:34,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,2,1,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/16095978?filename=mousetracking-1-3.xlsx,,0,1,0,,,,,,practice,500,neutral6.jpg,neutral7.jpg,,10000,Practice
7,1633029334351,30/09/2021 19:15:34,1633029334078,-7,30/09/2021 12:15:34,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,2,1,3,Screen 4,Zone3,timelimit_screen,9999.831999999999,,,,,0,1,0,,,1,,,practice,500,neutral6.jpg,neutral7.jpg,,10000,Practice
8,1633029334569,30/09/2021 19:15:34,1633029334570,-7,30/09/2021 12:15:34,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,10,1,1,Screen 1,Zone2,timelimit_screen,500.3110000000015,,,,,0,1,0,,,1,,1,trial,500,female3.jpeg,male3.jpeg,,10000,NudeFemaleNudeMale
9,1633029335787,30/09/2021 19:15:35,1633029335813,-7,30/09/2021 12:15:35,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,10,1,2,Screen 2,Zone1,response_button_text,1237.7999999821186,,,+,1,0,1,0,,,,,1,trial,500,female3.jpeg,male3.jpeg,,10000,NudeFemaleNudeMale
10,1633029345806,30/09/2021 19:15:45,1633029345823,-7,30/09/2021 12:15:45,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,10,1,3,Screen 4,Zone4,mouse_view,,,,63315-4-4757935-task-rrep-16095978-mousetracking-2-3.xlsx,,0,1,0,,,,,1,trial,500,female3.jpeg,male3.jpeg,,10000,NudeFemaleNudeMale
11,1633029345996,30/09/2021 19:15:45,1633029345825,-7,30/09/2021 12:15:45,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,10,1,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/16095978?filename=mousetracking-2-3.xlsx,,0,1,0,,,,,1,trial,500,female3.jpeg,male3.jpeg,,10000,NudeFemaleNudeMale
12,1633029345996,30/09/2021 19:15:45,1633029345825,-7,30/09/2021 12:15:45,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,10,1,3,Screen 4,Zone3,timelimit_screen,9999.779999999999,,,,,0,1,0,,,1,,1,trial,500,female3.jpeg,male3.jpeg,,10000,NudeFemaleNudeMale
13,1633029346278,30/09/2021 19:15:46,1633029346302,-7,30/09/2021 12:15:46,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,12,2,1,Screen 1,Zone2,timelimit_screen,499.890999999996,,,,,0,1,0,,,1,,1,trial,500,female5.jpeg,male5.jpeg,,10000,NudeFemaleNudeMale
14,1633029347802,30/09/2021 19:15:47,1633029347813,-7,30/09/2021 12:15:47,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,12,2,2,Screen 2,Zone1,response_button_text,1509,,,+,1,0,1,0,,,,,1,trial,500,female5.jpeg,male5.jpeg,,10000,NudeFemaleNudeMale
15,1633029357798,30/09/2021 19:15:57,1633029357817,-7,30/09/2021 12:15:57,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,12,2,3,Screen 4,Zone4,mouse_view,,,,63315-4-4757935-task-rrep-16095978-mousetracking-3-3.xlsx,,0,1,0,,,,,1,trial,500,female5.jpeg,male5.jpeg,,10000,NudeFemaleNudeMale
16,1633029357985,30/09/2021 19:15:57,1633029357819,-7,30/09/2021 12:15:57,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,12,2,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/16095978?filename=mousetracking-3-3.xlsx,,0,1,0,,,,,1,trial,500,female5.jpeg,male5.jpeg,,10000,NudeFemaleNudeMale
17,1633029357985,30/09/2021 19:15:57,1633029357820,-7,30/09/2021 12:15:57,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,12,2,3,Screen 4,Zone3,timelimit_screen,9999.599000000002,,,,,0,1,0,,,1,,1,trial,500,female5.jpeg,male5.jpeg,,10000,NudeFemaleNudeMale
18,1633029358282,30/09/2021 19:15:58,1633029358302,-7,30/09/2021 12:15:58,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,4,3,1,Screen 1,Zone2,timelimit_screen,499.97099999999773,,,,,0,1,0,,,1,,1,trial,500,male2.jpeg,female2.jpeg,,10000,NudeFemaleNudeMale
19,1633029359893,30/09/2021 19:15:59,1633029359901,-7,30/09/2021 12:15:59,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,4,3,2,Screen 2,Zone1,response_button_text,1597.0999999940395,,,+,1,0,1,0,,,,,1,trial,500,male2.jpeg,female2.jpeg,,10000,NudeFemaleNudeMale
20,1633029369897,30/09/2021 19:16:09,1633029369904,-7,30/09/2021 12:16:09,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,4,3,3,Screen 4,Zone4,mouse_view,,,,63315-4-4757935-task-rrep-16095978-mousetracking-4-3.xlsx,,0,1,0,,,,,1,trial,500,male2.jpeg,female2.jpeg,,10000,NudeFemaleNudeMale
21,1633029370087,30/09/2021 19:16:10,1633029369906,-7,30/09/2021 12:16:09,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,4,3,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/16095978?filename=mousetracking-4-3.xlsx,,0,1,0,,,,,1,trial,500,male2.jpeg,female2.jpeg,,10000,NudeFemaleNudeMale
22,1633029370087,30/09/2021 19:16:10,1633029369906,-7,30/09/2021 12:16:09,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,4,3,3,Screen 4,Zone3,timelimit_screen,9999.907,,,,,0,1,0,,,1,,1,trial,500,male2.jpeg,female2.jpeg,,10000,NudeFemaleNudeMale
23,1633029370370,30/09/2021 19:16:10,1633029370385,-7,30/09/2021 12:16:10,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,6,4,1,Screen 1,Zone2,timelimit_screen,499.90200000000186,,,,,0,1,0,,,1,,1,trial,500,male4.jpeg,female4.jpeg,,10000,NudeFemaleNudeMale
24,1633029371383,30/09/2021 19:16:11,1633029371397,-7,30/09/2021 12:16:11,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,6,4,2,Screen 2,Zone1,response_button_text,1009.6999999880791,,,+,1,0,1,0,,,,,1,trial,500,male4.jpeg,female4.jpeg,,10000,NudeFemaleNudeMale
25,1633029381380,30/09/2021 19:16:21,1633029381399,-7,30/09/2021 12:16:21,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,6,4,3,Screen 4,Zone4,mouse_view,,,,63315-4-4757935-task-rrep-16095978-mousetracking-5-3.xlsx,,0,1,0,,,,,1,trial,500,male4.jpeg,female4.jpeg,,10000,NudeFemaleNudeMale
26,1633029381583,30/09/2021 19:16:21,1633029381400,-7,30/09/2021 12:16:21,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,6,4,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/16095978?filename=mousetracking-5-3.xlsx,,0,1,0,,,,,1,trial,500,male4.jpeg,female4.jpeg,,10000,NudeFemaleNudeMale
27,1633029381583,30/09/2021 19:16:21,1633029381400,-7,30/09/2021 12:16:21,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,6,4,3,Screen 4,Zone3,timelimit_screen,9999.598000000013,,,,,0,1,0,,,1,,1,trial,500,male4.jpeg,female4.jpeg,,10000,NudeFemaleNudeMale
28,1633029381864,30/09/2021 19:16:21,1633029381885,-7,30/09/2021 12:16:21,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,9,5,1,Screen 1,Zone2,timelimit_screen,500.4369999999908,,,,,0,1,0,,,1,,1,trial,500,female2.jpeg,male2.jpeg,,10000,NudeFemaleNudeMale
29,1633029382521,30/09/2021 19:16:22,1633029382540,-7,30/09/2021 12:16:22,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,9,5,2,Screen 2,Zone1,response_button_text,652.4000000059605,,,+,1,0,1,0,,,,,1,trial,500,female2.jpeg,male2.jpeg,,10000,NudeFemaleNudeMale
30,1633029392528,30/09/2021 19:16:32,1633029392549,-7,30/09/2021 12:16:32,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,9,5,3,Screen 4,Zone4,mouse_view,,,,63315-4-4757935-task-rrep-16095978-mousetracking-6-3.xlsx,,0,1,0,,,,,1,trial,500,female2.jpeg,male2.jpeg,,10000,NudeFemaleNudeMale
31,1633029392709,30/09/2021 19:16:32,1633029392550,-7,30/09/2021 12:16:32,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,9,5,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/16095978?filename=mousetracking-6-3.xlsx,,0,1,0,,,,,1,trial,500,female2.jpeg,male2.jpeg,,10000,NudeFemaleNudeMale
32,1633029392709,30/09/2021 19:16:32,1633029392550,-7,30/09/2021 12:16:32,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,9,5,3,Screen 4,Zone3,timelimit_screen,10000.099000000002,,,,,0,1,0,,,1,,1,trial,500,female2.jpeg,male2.jpeg,,10000,NudeFemaleNudeMale
33,1633029393021,30/09/2021 19:16:33,1633029393036,-7,30/09/2021 12:16:33,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,5,6,1,Screen 1,Zone2,timelimit_screen,500.01699999999255,,,,,0,1,0,,,1,,1,trial,500,male3.jpeg,female3.jpeg,,10000,NudeFemaleNudeMale
34,1633029395026,30/09/2021 19:16:35,1633029394949,-7,30/09/2021 12:16:34,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,5,6,2,Screen 2,Zone1,response_button_text,1903.800000011921,,,+,1,0,1,0,,,,,1,trial,500,male3.jpeg,female3.jpeg,,10000,NudeFemaleNudeMale
35,1633029404931,30/09/2021 19:16:44,1633029404943,-7,30/09/2021 12:16:44,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,5,6,3,Screen 4,Zone4,mouse_view,,,,63315-4-4757935-task-rrep-16095978-mousetracking-7-3.xlsx,,0,1,0,,,,,1,trial,500,male3.jpeg,female3.jpeg,,10000,NudeFemaleNudeMale
36,1633029405105,30/09/2021 19:16:45,1633029404944,-7,30/09/2021 12:16:44,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,5,6,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/16095978?filename=mousetracking-7-3.xlsx,,0,1,0,,,,,1,trial,500,male3.jpeg,female3.jpeg,,10000,NudeFemaleNudeMale
37,1633029405105,30/09/2021 19:16:45,1633029404945,-7,30/09/2021 12:16:44,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,5,6,3,Screen 4,Zone3,timelimit_screen,9999.70199999999,,,,,0,1,0,,,1,,1,trial,500,male3.jpeg,female3.jpeg,,10000,NudeFemaleNudeMale
38,1633029405417,30/09/2021 19:16:45,1633029405430,-7,30/09/2021 12:16:45,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,11,7,1,Screen 1,Zone2,timelimit_screen,500.0430000000051,,,,,0,1,0,,,1,,1,trial,500,female4.jpeg,male4.jpeg,,10000,NudeFemaleNudeMale
39,1633029406277,30/09/2021 19:16:46,1633029406295,-7,30/09/2021 12:16:46,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,11,7,2,Screen 2,Zone1,response_button_text,863.4000000059605,,,+,1,0,1,0,,,,,1,trial,500,female4.jpeg,male4.jpeg,,10000,NudeFemaleNudeMale
40,1633029416282,30/09/2021 19:16:56,1633029416295,-7,30/09/2021 12:16:56,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,11,7,3,Screen 4,Zone4,mouse_view,,,,63315-4-4757935-task-rrep-16095978-mousetracking-8-3.xlsx,,0,1,0,,,,,1,trial,500,female4.jpeg,male4.jpeg,,10000,NudeFemaleNudeMale
41,1633029416463,30/09/2021 19:16:56,1633029416298,-7,30/09/2021 12:16:56,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,11,7,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/16095978?filename=mousetracking-8-3.xlsx,,0,1,0,,,,,1,trial,500,female4.jpeg,male4.jpeg,,10000,NudeFemaleNudeMale
42,1633029416463,30/09/2021 19:16:56,1633029416298,-7,30/09/2021 12:16:56,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,11,7,3,Screen 4,Zone3,timelimit_screen,9999.663,,,,,0,1,0,,,1,,1,trial,500,female4.jpeg,male4.jpeg,,10000,NudeFemaleNudeMale
43,1633029416792,30/09/2021 19:16:56,1633029416780,-7,30/09/2021 12:16:56,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,7,8,1,Screen 1,Zone2,timelimit_screen,500.025999999998,,,,,0,1,0,,,1,,1,trial,500,male5.jpeg,female5.jpeg,,10000,NudeFemaleNudeMale
44,1633029417590,30/09/2021 19:16:57,1633029417607,-7,30/09/2021 12:16:57,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,7,8,2,Screen 2,Zone1,response_button_text,821.5,,,+,1,0,1,0,,,,,1,trial,500,male5.jpeg,female5.jpeg,,10000,NudeFemaleNudeMale
45,1633029427588,30/09/2021 19:17:07,1633029427610,-7,30/09/2021 12:17:07,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,7,8,3,Screen 4,Zone4,mouse_view,,,,63315-4-4757935-task-rrep-16095978-mousetracking-9-3.xlsx,,0,1,0,,,,,1,trial,500,male5.jpeg,female5.jpeg,,10000,NudeFemaleNudeMale
46,1633029427791,30/09/2021 19:17:07,1633029427611,-7,30/09/2021 12:17:07,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,7,8,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/16095978?filename=mousetracking-9-3.xlsx,,0,1,0,,,,,1,trial,500,male5.jpeg,female5.jpeg,,10000,NudeFemaleNudeMale
47,1633029427791,30/09/2021 19:17:07,1633029427612,-7,30/09/2021 12:17:07,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,7,8,3,Screen 4,Zone3,timelimit_screen,10000.050000000003,,,,,0,1,0,,,1,,1,trial,500,male5.jpeg,female5.jpeg,,10000,NudeFemaleNudeMale
48,1633029428074,30/09/2021 19:17:08,1633029428096,-7,30/09/2021 12:17:08,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,3,9,1,Screen 1,Zone2,timelimit_screen,500.0219999999972,,,,,0,1,0,,,1,,1,trial,500,male1.jpeg,female1.jpeg,,10000,NudeFemaleNudeMale
49,1633029429091,30/09/2021 19:17:09,1633029429111,-7,30/09/2021 12:17:09,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,3,9,2,Screen 2,Zone1,response_button_text,1012.2000000178814,,,+,1,0,1,0,,,,,1,trial,500,male1.jpeg,female1.jpeg,,10000,NudeFemaleNudeMale
50,1633029439099,30/09/2021 19:17:19,1633029439117,-7,30/09/2021 12:17:19,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,3,9,3,Screen 4,Zone4,mouse_view,,,,63315-4-4757935-task-rrep-16095978-mousetracking-10-3.xlsx,,0,1,0,,,,,1,trial,500,male1.jpeg,female1.jpeg,,10000,NudeFemaleNudeMale
51,1633029439317,30/09/2021 19:17:19,1633029439118,-7,30/09/2021 12:17:19,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,3,9,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/16095978?filename=mousetracking-10-3.xlsx,,0,1,0,,,,,1,trial,500,male1.jpeg,female1.jpeg,,10000,NudeFemaleNudeMale
52,1633029439317,30/09/2021 19:17:19,1633029439118,-7,30/09/2021 12:17:19,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,3,9,3,Screen 4,Zone3,timelimit_screen,10000.074999999983,,,,,0,1,0,,,1,,1,trial,500,male1.jpeg,female1.jpeg,,10000,NudeFemaleNudeMale
53,1633029439583,30/09/2021 19:17:19,1633029439596,-7,30/09/2021 12:17:19,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,8,10,1,Screen 1,Zone2,timelimit_screen,500.0599999999977,,,,,0,1,0,,,1,,1,trial,500,female1.jpeg,male1.jpeg,,10000,NudeFemaleNudeMale
54,1633029440474,30/09/2021 19:17:20,1633029440495,-7,30/09/2021 12:17:20,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,8,10,2,Screen 2,Zone1,response_button_text,896.5999999940395,,,+,1,0,1,0,,,,,1,trial,500,female1.jpeg,male1.jpeg,,10000,NudeFemaleNudeMale
55,1633029450478,30/09/2021 19:17:30,1633029450493,-7,30/09/2021 12:17:30,63315,4,task-rrep,,16095978,100,4757935,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x937,,Male Female Pairs Viewing Task,6,Spreadsheet1,Spreadsheet1,8,10,3,Screen 4,Zone4,mouse_view,,,,63315-4-4757935-task-rrep-16095978-mousetracking-11-3.xlsx,,0,1,0,,,,,1,trial,500,female1.jpeg,male1.jpeg,,10000,NudeFemaleNudeMale
