Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-frfc,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ISI,left_stim,right_stim,ANSWER,duration_mouseview,condition
1,1641673124613,08/01/2022 20:18:44,1641673125073,-8,08/01/2022 12:18:45,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1504x850,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,
2,1641673142153,08/01/2022 20:19:02,1641673142669,-8,08/01/2022 12:19:02,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,751x849,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,17497,,,,,0,1,0,,,,,,instructions,,,,,,
3,1641673148317,08/01/2022 20:19:08,1641673148813,-8,08/01/2022 12:19:08,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1504x850,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,timelimit_screen,500,,,,,0,1,0,,,1,,,practice_standard,500,neutral6.jpg,neutral7.jpg,,8000,
4,1641673149284,08/01/2022 20:19:09,1641673149781,-8,08/01/2022 12:19:09,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1504x850,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,2,1,2,Screen 2,Zone1,response_button_text,956,,,+,1,0,1,0,,,,,,practice_standard,500,neutral6.jpg,neutral7.jpg,,8000,
5,1641673157292,08/01/2022 20:19:17,1641673157809,-8,08/01/2022 12:19:17,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,2,1,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440797-task-zwsq-18377017-mousetracking-1-3.xlsx,,0,1,0,,,,,,practice_standard,500,neutral6.jpg,neutral7.jpg,,8000,
6,1641673157482,08/01/2022 20:19:17,1641673157811,-8,08/01/2022 12:19:17,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,2,1,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377017?filename=mousetracking-1-3.xlsx,,0,1,0,,,,,,practice_standard,500,neutral6.jpg,neutral7.jpg,,8000,
7,1641673157482,08/01/2022 20:19:17,1641673157812,-8,08/01/2022 12:19:17,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,2,1,3,Screen 4,Zone3,timelimit_screen,8000.119999999999,,,,,0,1,0,,,1,,,practice_standard,500,neutral6.jpg,neutral7.jpg,,8000,
8,1641673157761,08/01/2022 20:19:17,1641673158280,-8,08/01/2022 12:19:18,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,12,1,1,Screen 1,Zone2,timelimit_screen,500,,,,,0,1,0,,,1,,1,trial_standard,500,C22.jpg,C2.jpg,,8000,2_ClothedWomanClothedMan
9,1641673159468,08/01/2022 20:19:19,1641673159994,-8,08/01/2022 12:19:19,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,12,1,2,Screen 2,Zone1,response_button_text,1698,,,+,1,0,1,0,,,,,1,trial_standard,500,C22.jpg,C2.jpg,,8000,2_ClothedWomanClothedMan
10,1641673167480,08/01/2022 20:19:27,1641673167990,-8,08/01/2022 12:19:27,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,12,1,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440797-task-zwsq-18377017-mousetracking-2-3.xlsx,,0,1,0,,,,,1,trial_standard,500,C22.jpg,C2.jpg,,8000,2_ClothedWomanClothedMan
11,1641673167697,08/01/2022 20:19:27,1641673167993,-8,08/01/2022 12:19:27,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,12,1,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377017?filename=mousetracking-2-3.xlsx,,0,1,0,,,,,1,trial_standard,500,C22.jpg,C2.jpg,,8000,2_ClothedWomanClothedMan
12,1641673167697,08/01/2022 20:19:27,1641673167993,-8,08/01/2022 12:19:27,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,12,1,3,Screen 4,Zone3,timelimit_screen,8000.119999999995,,,,,0,1,0,,,1,,1,trial_standard,500,C22.jpg,C2.jpg,,8000,2_ClothedWomanClothedMan
13,1641673167994,08/01/2022 20:19:27,1641673168480,-8,08/01/2022 12:19:28,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,7,2,1,Screen 1,Zone2,timelimit_screen,500,,,,,0,1,0,,,1,,1,trial_standard,500,B1.jpg,B11.jpg,,8000,1_ClothedManNudeMan
14,1641673168685,08/01/2022 20:19:28,1641673169190,-8,08/01/2022 12:19:29,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,7,2,2,Screen 2,Zone1,response_button_text,701,,,+,1,0,1,0,,,,,1,trial_standard,500,B1.jpg,B11.jpg,,8000,1_ClothedManNudeMan
15,1641673177176,08/01/2022 20:19:37,1641673177189,-8,08/01/2022 12:19:37,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,7,2,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440797-task-zwsq-18377017-mousetracking-3-3.xlsx,,0,1,0,,,,,1,trial_standard,500,B1.jpg,B11.jpg,,8000,1_ClothedManNudeMan
16,1641673177410,08/01/2022 20:19:37,1641673177191,-8,08/01/2022 12:19:37,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,7,2,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377017?filename=mousetracking-3-3.xlsx,,0,1,0,,,,,1,trial_standard,500,B1.jpg,B11.jpg,,8000,1_ClothedManNudeMan
17,1641673177410,08/01/2022 20:19:37,1641673177191,-8,08/01/2022 12:19:37,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,7,2,3,Screen 4,Zone3,timelimit_screen,8000.0999999999985,,,,,0,1,0,,,1,,1,trial_standard,500,B1.jpg,B11.jpg,,8000,1_ClothedManNudeMan
18,1641673177410,08/01/2022 20:19:37,1641673177681,-8,08/01/2022 12:19:37,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,14,3,1,Screen 1,Zone2,timelimit_screen,500.0199999999968,,,,,0,1,0,,,1,,1,trial_standard,500,C44.jpg,C4.jpg,,8000,2_ClothedWomanClothedMan
19,1641673178035,08/01/2022 20:19:38,1641673178555,-8,08/01/2022 12:19:38,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,14,3,2,Screen 2,Zone1,response_button_text,865,,,+,1,0,1,0,,,,,1,trial_standard,500,C44.jpg,C4.jpg,,8000,2_ClothedWomanClothedMan
20,1641673186040,08/01/2022 20:19:46,1641673186558,-8,08/01/2022 12:19:46,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,14,3,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440797-task-zwsq-18377017-mousetracking-4-3.xlsx,,0,1,0,,,,,1,trial_standard,500,C44.jpg,C4.jpg,,8000,2_ClothedWomanClothedMan
21,1641673186243,08/01/2022 20:19:46,1641673186560,-8,08/01/2022 12:19:46,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,14,3,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377017?filename=mousetracking-4-3.xlsx,,0,1,0,,,,,1,trial_standard,500,C44.jpg,C4.jpg,,8000,2_ClothedWomanClothedMan
22,1641673186243,08/01/2022 20:19:46,1641673186561,-8,08/01/2022 12:19:46,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,14,3,3,Screen 4,Zone3,timelimit_screen,8000.0999999999985,,,,,0,1,0,,,1,,1,trial_standard,500,C44.jpg,C4.jpg,,8000,2_ClothedWomanClothedMan
23,1641673186532,08/01/2022 20:19:46,1641673187048,-8,08/01/2022 12:19:47,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,16,4,1,Screen 1,Zone2,timelimit_screen,500.0200000000041,,,,,0,1,0,,,1,,1,trial_standard,500,D22.jpg,D2.jpg,,8000,2_NudeWomanNudeMan
24,1641673187306,08/01/2022 20:19:47,1641673187803,-8,08/01/2022 12:19:47,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,16,4,2,Screen 2,Zone1,response_button_text,747,,,+,1,0,1,0,,,,,1,trial_standard,500,D22.jpg,D2.jpg,,8000,2_NudeWomanNudeMan
25,1641673195293,08/01/2022 20:19:55,1641673195812,-8,08/01/2022 12:19:55,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,16,4,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440797-task-zwsq-18377017-mousetracking-5-3.xlsx,,0,1,0,,,,,1,trial_standard,500,D22.jpg,D2.jpg,,8000,2_NudeWomanNudeMan
26,1641673195529,08/01/2022 20:19:55,1641673195815,-8,08/01/2022 12:19:55,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,16,4,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377017?filename=mousetracking-5-3.xlsx,,0,1,0,,,,,1,trial_standard,500,D22.jpg,D2.jpg,,8000,2_NudeWomanNudeMan
27,1641673195529,08/01/2022 20:19:55,1641673195816,-8,08/01/2022 12:19:55,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,16,4,3,Screen 4,Zone3,timelimit_screen,8000.120000000003,,,,,0,1,0,,,1,,1,trial_standard,500,D22.jpg,D2.jpg,,8000,2_NudeWomanNudeMan
28,1641673195779,08/01/2022 20:19:55,1641673196298,-8,08/01/2022 12:19:56,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,4,5,1,Screen 1,Zone2,timelimit_screen,500,,,,,0,1,0,,,1,,1,trial_standard,500,A22.jpg,A2.jpg,,8000,1_ClothedWomanNudeWoman
29,1641673196467,08/01/2022 20:19:56,1641673196993,-8,08/01/2022 12:19:56,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,4,5,2,Screen 2,Zone1,response_button_text,686,,,+,1,0,1,0,,,,,1,trial_standard,500,A22.jpg,A2.jpg,,8000,1_ClothedWomanNudeWoman
30,1641673204470,08/01/2022 20:20:04,1641673204992,-8,08/01/2022 12:20:04,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,4,5,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440797-task-zwsq-18377017-mousetracking-6-3.xlsx,,0,1,0,,,,,1,trial_standard,500,A22.jpg,A2.jpg,,8000,1_ClothedWomanNudeWoman
31,1641673204667,08/01/2022 20:20:04,1641673204993,-8,08/01/2022 12:20:04,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,4,5,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377017?filename=mousetracking-6-3.xlsx,,0,1,0,,,,,1,trial_standard,500,A22.jpg,A2.jpg,,8000,1_ClothedWomanNudeWoman
32,1641673204667,08/01/2022 20:20:04,1641673204994,-8,08/01/2022 12:20:04,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,4,5,3,Screen 4,Zone3,timelimit_screen,8000.119999999995,,,,,0,1,0,,,1,,1,trial_standard,500,A22.jpg,A2.jpg,,8000,1_ClothedWomanNudeWoman
33,1641673204964,08/01/2022 20:20:04,1641673205479,-8,08/01/2022 12:20:05,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,17,6,1,Screen 1,Zone2,timelimit_screen,500,,,,,0,1,0,,,1,,1,trial_standard,500,D3.jpg,D33.jpg,,8000,2_NudeWomanNudeMan
34,1641673205825,08/01/2022 20:20:05,1641673206336,-8,08/01/2022 12:20:06,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,17,6,2,Screen 2,Zone1,response_button_text,848,,,+,1,0,1,0,,,,,1,trial_standard,500,D3.jpg,D33.jpg,,8000,2_NudeWomanNudeMan
35,1641673213829,08/01/2022 20:20:13,1641673214342,-8,08/01/2022 12:20:14,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,17,6,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440797-task-zwsq-18377017-mousetracking-7-3.xlsx,,0,1,0,,,,,1,trial_standard,500,D3.jpg,D33.jpg,,8000,2_NudeWomanNudeMan
36,1641673214048,08/01/2022 20:20:14,1641673214344,-8,08/01/2022 12:20:14,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,17,6,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377017?filename=mousetracking-7-3.xlsx,,0,1,0,,,,,1,trial_standard,500,D3.jpg,D33.jpg,,8000,2_NudeWomanNudeMan
37,1641673214048,08/01/2022 20:20:14,1641673214344,-8,08/01/2022 12:20:14,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,17,6,3,Screen 4,Zone3,timelimit_screen,8000.100000000006,,,,,0,1,0,,,1,,1,trial_standard,500,D3.jpg,D33.jpg,,8000,2_NudeWomanNudeMan
38,1641673214311,08/01/2022 20:20:14,1641673214829,-8,08/01/2022 12:20:14,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,8,7,1,Screen 1,Zone2,timelimit_screen,500.0199999999895,,,,,0,1,0,,,1,,1,trial_standard,500,B22.jpg,B2.jpg,,8000,1_ClothedManNudeMan
39,1641673214982,08/01/2022 20:20:14,1641673215497,-8,08/01/2022 12:20:15,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,8,7,2,Screen 2,Zone1,response_button_text,660,,,+,1,0,1,0,,,,,1,trial_standard,500,B22.jpg,B2.jpg,,8000,1_ClothedManNudeMan
40,1641673222978,08/01/2022 20:20:22,1641673223494,-8,08/01/2022 12:20:23,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,8,7,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440797-task-zwsq-18377017-mousetracking-8-3.xlsx,,0,1,0,,,,,1,trial_standard,500,B22.jpg,B2.jpg,,8000,1_ClothedManNudeMan
41,1641673223191,08/01/2022 20:20:23,1641673223500,-8,08/01/2022 12:20:23,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,8,7,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377017?filename=mousetracking-8-3.xlsx,,0,1,0,,,,,1,trial_standard,500,B22.jpg,B2.jpg,,8000,1_ClothedManNudeMan
42,1641673223191,08/01/2022 20:20:23,1641673223502,-8,08/01/2022 12:20:23,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,8,7,3,Screen 4,Zone3,timelimit_screen,8000.12000000001,,,,,0,1,0,,,1,,1,trial_standard,500,B22.jpg,B2.jpg,,8000,1_ClothedManNudeMan
43,1641673223460,08/01/2022 20:20:23,1641673223980,-8,08/01/2022 12:20:23,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,15,8,1,Screen 1,Zone2,timelimit_screen,500,,,,,0,1,0,,,1,,1,trial_standard,500,D1.jpg,D11.jpg,,8000,2_NudeWomanNudeMan
44,1641673225004,08/01/2022 20:20:25,1641673225509,-8,08/01/2022 12:20:25,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,15,8,2,Screen 2,Zone1,response_button_text,1519,,,+,1,0,1,0,,,,,1,trial_standard,500,D1.jpg,D11.jpg,,8000,2_NudeWomanNudeMan
45,1641673232996,08/01/2022 20:20:32,1641673233511,-8,08/01/2022 12:20:33,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,15,8,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440797-task-zwsq-18377017-mousetracking-9-3.xlsx,,0,1,0,,,,,1,trial_standard,500,D1.jpg,D11.jpg,,8000,2_NudeWomanNudeMan
46,1641673233215,08/01/2022 20:20:33,1641673233513,-8,08/01/2022 12:20:33,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,15,8,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377017?filename=mousetracking-9-3.xlsx,,0,1,0,,,,,1,trial_standard,500,D1.jpg,D11.jpg,,8000,2_NudeWomanNudeMan
47,1641673233215,08/01/2022 20:20:33,1641673233514,-8,08/01/2022 12:20:33,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,15,8,3,Screen 4,Zone3,timelimit_screen,8000.119999999995,,,,,0,1,0,,,1,,1,trial_standard,500,D1.jpg,D11.jpg,,8000,2_NudeWomanNudeMan
48,1641673233473,08/01/2022 20:20:33,1641673233998,-8,08/01/2022 12:20:33,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,11,9,1,Screen 1,Zone2,timelimit_screen,500,,,,,0,1,0,,,1,,1,trial_standard,500,C1.jpg,C11.jpg,,8000,2_ClothedWomanClothedMan
49,1641673234137,08/01/2022 20:20:34,1641673234661,-8,08/01/2022 12:20:34,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,11,9,2,Screen 2,Zone1,response_button_text,651,,,+,1,0,1,0,,,,,1,trial_standard,500,C1.jpg,C11.jpg,,8000,2_ClothedWomanClothedMan
50,1641673242143,08/01/2022 20:20:42,1641673242660,-8,08/01/2022 12:20:42,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,11,9,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440797-task-zwsq-18377017-mousetracking-10-3.xlsx,,0,1,0,,,,,1,trial_standard,500,C1.jpg,C11.jpg,,8000,2_ClothedWomanClothedMan
51,1641673242440,08/01/2022 20:20:42,1641673242662,-8,08/01/2022 12:20:42,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,11,9,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377017?filename=mousetracking-10-3.xlsx,,0,1,0,,,,,1,trial_standard,500,C1.jpg,C11.jpg,,8000,2_ClothedWomanClothedMan
52,1641673242440,08/01/2022 20:20:42,1641673242663,-8,08/01/2022 12:20:42,71176,12,task-zwsq,,18377017,BLIND,5440797,,complete,,0wq313ai4r6f,computer,Desktop or Laptop,Windows 10,Firefox 95.0,1504x1003,1072x681,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,11,9,3,Screen 4,Zone3,timelimit_screen,8000.100000000006,,,,,0,1,0,,,1,,1,trial_standard,500,C1.jpg,C11.jpg,,8000,2_ClothedWomanClothedMan
