Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-frfc,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ISI,left_stim,right_stim,ANSWER,duration_mouseview,condition
113,1641679520510,08/01/2022 22:05:20,1641679519434,1,08/01/2022 23:05:19,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,24,22,1,Screen 1,Zone2,timelimit_screen,500.03100000001723,,,,,0,1,0,,,1,,2,trial_standard,500,B2.jpg,B22.jpg,,8000,1_ClothedManNudeMan
114,1641679524215,08/01/2022 22:05:24,1641679523153,1,08/01/2022 23:05:23,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,24,22,2,Screen 2,Zone1,response_button_text,3715.2000000476837,,,+,1,0,1,0,,,,,2,trial_standard,500,B2.jpg,B22.jpg,,8000,1_ClothedManNudeMan
115,1641679532221,08/01/2022 22:05:32,1641679531156,1,08/01/2022 23:05:31,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,24,22,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440963-task-zwsq-18377888-mousetracking-23-3.xlsx,,0,1,0,,,,,2,trial_standard,500,B2.jpg,B22.jpg,,8000,1_ClothedManNudeMan
116,1641679532298,08/01/2022 22:05:32,1641679531157,1,08/01/2022 23:05:31,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,24,22,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377888?filename=mousetracking-23-3.xlsx,,0,1,0,,,,,2,trial_standard,500,B2.jpg,B22.jpg,,8000,1_ClothedManNudeMan
117,1641679532298,08/01/2022 22:05:32,1641679531157,1,08/01/2022 23:05:31,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,24,22,3,Screen 4,Zone3,timelimit_screen,7999.802000000025,,,,,0,1,0,,,1,,2,trial_standard,500,B2.jpg,B22.jpg,,8000,1_ClothedManNudeMan
118,1641679532721,08/01/2022 22:05:32,1641679531651,1,08/01/2022 23:05:31,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,22,23,1,Screen 1,Zone2,timelimit_screen,500.0320000000065,,,,,0,1,0,,,1,,2,trial_standard,500,A4.jpg,A44.jpg,,8000,1_ClothedWomanNudeWoman
119,1641679567324,08/01/2022 22:06:07,1641679566259,1,08/01/2022 23:06:06,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,22,23,2,Screen 2,Zone1,response_button_text,34604.699999809265,,,+,1,0,1,0,,,,,2,trial_standard,500,A4.jpg,A44.jpg,,8000,1_ClothedWomanNudeWoman
120,1641679575525,08/01/2022 22:06:15,1641679574247,1,08/01/2022 23:06:14,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,22,23,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440963-task-zwsq-18377888-mousetracking-24-3.xlsx,,0,1,0,,,,,2,trial_standard,500,A4.jpg,A44.jpg,,8000,1_ClothedWomanNudeWoman
121,1641679575600,08/01/2022 22:06:15,1641679574248,1,08/01/2022 23:06:14,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,22,23,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377888?filename=mousetracking-24-3.xlsx,,0,1,0,,,,,2,trial_standard,500,A4.jpg,A44.jpg,,8000,1_ClothedWomanNudeWoman
122,1641679575600,08/01/2022 22:06:15,1641679574248,1,08/01/2022 23:06:14,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,22,23,3,Screen 4,Zone3,timelimit_screen,8000.14499999996,,,,,0,1,0,,,1,,2,trial_standard,500,A4.jpg,A44.jpg,,8000,1_ClothedWomanNudeWoman
123,1641679575807,08/01/2022 22:06:15,1641679574736,1,08/01/2022 23:06:14,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,34,24,1,Screen 1,Zone2,timelimit_screen,499.76500000001397,,,,,0,1,0,,,1,,2,trial_standard,500,D4.jpg,D44.jpg,,8000,2_NudeWomanNudeMan
124,1641679577752,08/01/2022 22:06:17,1641679576688,1,08/01/2022 23:06:16,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,34,24,2,Screen 2,Zone1,response_button_text,1948.0999999046326,,,+,1,0,1,0,,,,,2,trial_standard,500,D4.jpg,D44.jpg,,8000,2_NudeWomanNudeMan
125,1641679585760,08/01/2022 22:06:25,1641679584689,1,08/01/2022 23:06:24,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,34,24,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440963-task-zwsq-18377888-mousetracking-25-3.xlsx,,0,1,0,,,,,2,trial_standard,500,D4.jpg,D44.jpg,,8000,2_NudeWomanNudeMan
126,1641679585846,08/01/2022 22:06:25,1641679584691,1,08/01/2022 23:06:24,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,34,24,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377888?filename=mousetracking-25-3.xlsx,,0,1,0,,,,,2,trial_standard,500,D4.jpg,D44.jpg,,8000,2_NudeWomanNudeMan
127,1641679585846,08/01/2022 22:06:25,1641679584691,1,08/01/2022 23:06:24,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,34,24,3,Screen 4,Zone3,timelimit_screen,7999.929000000004,,,,,0,1,0,,,1,,2,trial_standard,500,D4.jpg,D44.jpg,,8000,2_NudeWomanNudeMan
128,1641679586252,08/01/2022 22:06:26,1641679585185,1,08/01/2022 23:06:25,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,20,25,1,Screen 1,Zone2,timelimit_screen,500.02599999995437,,,,,0,1,0,,,1,,2,trial_standard,500,A2.jpg,A22.jpg,,8000,1_ClothedWomanNudeWoman
129,1641679586861,08/01/2022 22:06:26,1641679585796,1,08/01/2022 23:06:25,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,20,25,2,Screen 2,Zone1,response_button_text,607.4000000953674,,,+,1,0,1,0,,,,,2,trial_standard,500,A2.jpg,A22.jpg,,8000,1_ClothedWomanNudeWoman
130,1641679594865,08/01/2022 22:06:34,1641679593791,1,08/01/2022 23:06:33,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,20,25,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440963-task-zwsq-18377888-mousetracking-26-3.xlsx,,0,1,0,,,,,2,trial_standard,500,A2.jpg,A22.jpg,,8000,1_ClothedWomanNudeWoman
131,1641679594948,08/01/2022 22:06:34,1641679593792,1,08/01/2022 23:06:33,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,20,25,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377888?filename=mousetracking-26-3.xlsx,,0,1,0,,,,,2,trial_standard,500,A2.jpg,A22.jpg,,8000,1_ClothedWomanNudeWoman
132,1641679594948,08/01/2022 22:06:34,1641679593793,1,08/01/2022 23:06:33,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,20,25,3,Screen 4,Zone3,timelimit_screen,7999.936000000045,,,,,0,1,0,,,1,,2,trial_standard,500,A2.jpg,A22.jpg,,8000,1_ClothedWomanNudeWoman
133,1641679595355,08/01/2022 22:06:35,1641679594285,1,08/01/2022 23:06:34,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,27,26,1,Screen 1,Zone2,timelimit_screen,499.9969999999739,,,,,0,1,0,,,1,,2,trial_standard,500,C11.jpg,C1.jpg,,8000,2_ClothedWomanClothedMan
134,1641679595818,08/01/2022 22:06:35,1641679594752,1,08/01/2022 23:06:34,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,27,26,2,Screen 2,Zone1,response_button_text,462.2999999523163,,,+,1,0,1,0,,,,,2,trial_standard,500,C11.jpg,C1.jpg,,8000,2_ClothedWomanClothedMan
135,1641679603830,08/01/2022 22:06:43,1641679602755,1,08/01/2022 23:06:42,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,27,26,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440963-task-zwsq-18377888-mousetracking-27-3.xlsx,,0,1,0,,,,,2,trial_standard,500,C11.jpg,C1.jpg,,8000,2_ClothedWomanClothedMan
136,1641679603907,08/01/2022 22:06:43,1641679602756,1,08/01/2022 23:06:42,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,27,26,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377888?filename=mousetracking-27-3.xlsx,,0,1,0,,,,,2,trial_standard,500,C11.jpg,C1.jpg,,8000,2_ClothedWomanClothedMan
137,1641679603907,08/01/2022 22:06:43,1641679602757,1,08/01/2022 23:06:42,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,27,26,3,Screen 4,Zone3,timelimit_screen,8000.179000000004,,,,,0,1,0,,,1,,2,trial_standard,500,C11.jpg,C1.jpg,,8000,2_ClothedWomanClothedMan
138,1641679604327,08/01/2022 22:06:44,1641679603252,1,08/01/2022 23:06:43,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,28,27,1,Screen 1,Zone2,timelimit_screen,500.1720000000205,,,,,0,1,0,,,1,,2,trial_standard,500,C2.jpg,C22.jpg,,8000,2_ClothedWomanClothedMan
139,1641679604705,08/01/2022 22:06:44,1641679603641,1,08/01/2022 23:06:43,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,28,27,2,Screen 2,Zone1,response_button_text,387,,,+,1,0,1,0,,,,,2,trial_standard,500,C2.jpg,C22.jpg,,8000,2_ClothedWomanClothedMan
140,1641679612702,08/01/2022 22:06:52,1641679611639,1,08/01/2022 23:06:51,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,28,27,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440963-task-zwsq-18377888-mousetracking-28-3.xlsx,,0,1,0,,,,,2,trial_standard,500,C2.jpg,C22.jpg,,8000,2_ClothedWomanClothedMan
141,1641679612780,08/01/2022 22:06:52,1641679611640,1,08/01/2022 23:06:51,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,28,27,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377888?filename=mousetracking-28-3.xlsx,,0,1,0,,,,,2,trial_standard,500,C2.jpg,C22.jpg,,8000,2_ClothedWomanClothedMan
142,1641679612780,08/01/2022 22:06:52,1641679611641,1,08/01/2022 23:06:51,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,28,27,3,Screen 4,Zone3,timelimit_screen,7999.96100000001,,,,,0,1,0,,,1,,2,trial_standard,500,C2.jpg,C22.jpg,,8000,2_ClothedWomanClothedMan
143,1641679613199,08/01/2022 22:06:53,1641679612136,1,08/01/2022 23:06:52,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,23,28,1,Screen 1,Zone2,timelimit_screen,500.0009999999893,,,,,0,1,0,,,1,,2,trial_standard,500,B11.jpg,B1.jpg,,8000,1_ClothedManNudeMan
144,1641679613759,08/01/2022 22:06:53,1641679612689,1,08/01/2022 23:06:52,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,23,28,2,Screen 2,Zone1,response_button_text,550.7999999523163,,,+,1,0,1,0,,,,,2,trial_standard,500,B11.jpg,B1.jpg,,8000,1_ClothedManNudeMan
145,1641679621753,08/01/2022 22:07:01,1641679620689,1,08/01/2022 23:07:00,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,23,28,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440963-task-zwsq-18377888-mousetracking-29-3.xlsx,,0,1,0,,,,,2,trial_standard,500,B11.jpg,B1.jpg,,8000,1_ClothedManNudeMan
146,1641679621831,08/01/2022 22:07:01,1641679620690,1,08/01/2022 23:07:00,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,23,28,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377888?filename=mousetracking-29-3.xlsx,,0,1,0,,,,,2,trial_standard,500,B11.jpg,B1.jpg,,8000,1_ClothedManNudeMan
147,1641679621831,08/01/2022 22:07:01,1641679620690,1,08/01/2022 23:07:00,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,23,28,3,Screen 4,Zone3,timelimit_screen,8000.4529999999795,,,,,0,1,0,,,1,,2,trial_standard,500,B11.jpg,B1.jpg,,8000,1_ClothedManNudeMan
148,1641679622253,08/01/2022 22:07:02,1641679621185,1,08/01/2022 23:07:01,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,19,29,1,Screen 1,Zone2,timelimit_screen,499.5669999999809,,,,,0,1,0,,,1,,2,trial_standard,500,A11.jpg,A1.jpg,,8000,1_ClothedWomanNudeWoman
149,1641679622585,08/01/2022 22:07:02,1641679621521,1,08/01/2022 23:07:01,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,19,29,2,Screen 2,Zone1,response_button_text,332.2000000476837,,,+,1,0,1,0,,,,,2,trial_standard,500,A11.jpg,A1.jpg,,8000,1_ClothedWomanNudeWoman
150,1641679630587,08/01/2022 22:07:10,1641679629522,1,08/01/2022 23:07:09,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,19,29,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440963-task-zwsq-18377888-mousetracking-30-3.xlsx,,0,1,0,,,,,2,trial_standard,500,A11.jpg,A1.jpg,,8000,1_ClothedWomanNudeWoman
151,1641679630667,08/01/2022 22:07:10,1641679629524,1,08/01/2022 23:07:09,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,19,29,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377888?filename=mousetracking-30-3.xlsx,,0,1,0,,,,,2,trial_standard,500,A11.jpg,A1.jpg,,8000,1_ClothedWomanNudeWoman
152,1641679630667,08/01/2022 22:07:10,1641679629524,1,08/01/2022 23:07:09,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,19,29,3,Screen 4,Zone3,timelimit_screen,7999.826000000001,,,,,0,1,0,,,1,,2,trial_standard,500,A11.jpg,A1.jpg,,8000,1_ClothedWomanNudeWoman
153,1641679631087,08/01/2022 22:07:11,1641679630019,1,08/01/2022 23:07:10,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,21,30,1,Screen 1,Zone2,timelimit_screen,500.3040000000037,,,,,0,1,0,,,1,,2,trial_standard,500,A33.jpg,A3.jpg,,8000,1_ClothedWomanNudeWoman
154,1641679631515,08/01/2022 22:07:11,1641679630444,1,08/01/2022 23:07:10,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,21,30,2,Screen 2,Zone1,response_button_text,411.89999985694885,,,+,1,0,1,0,,,,,2,trial_standard,500,A33.jpg,A3.jpg,,8000,1_ClothedWomanNudeWoman
155,1641679639520,08/01/2022 22:07:19,1641679638445,1,08/01/2022 23:07:18,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,21,30,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440963-task-zwsq-18377888-mousetracking-31-3.xlsx,,0,1,0,,,,,2,trial_standard,500,A33.jpg,A3.jpg,,8000,1_ClothedWomanNudeWoman
156,1641679639592,08/01/2022 22:07:19,1641679638446,1,08/01/2022 23:07:18,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,21,30,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377888?filename=mousetracking-31-3.xlsx,,0,1,0,,,,,2,trial_standard,500,A33.jpg,A3.jpg,,8000,1_ClothedWomanNudeWoman
157,1641679639592,08/01/2022 22:07:19,1641679638446,1,08/01/2022 23:07:18,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,21,30,3,Screen 4,Zone3,timelimit_screen,8000.122000000032,,,,,0,1,0,,,1,,2,trial_standard,500,A33.jpg,A3.jpg,,8000,1_ClothedWomanNudeWoman
158,1641679640021,08/01/2022 22:07:20,1641679638934,1,08/01/2022 23:07:18,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,31,31,1,Screen 1,Zone2,timelimit_screen,499.86699999996927,,,,,0,1,0,,,1,,2,trial_standard,500,D11.jpg,D1.jpg,,8000,2_NudeWomanNudeMan
159,1641679640317,08/01/2022 22:07:20,1641679639247,1,08/01/2022 23:07:19,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,31,31,2,Screen 2,Zone1,response_button_text,309.2999999523163,,,+,1,0,1,0,,,,,2,trial_standard,500,D11.jpg,D1.jpg,,8000,2_NudeWomanNudeMan
160,1641679648297,08/01/2022 22:07:28,1641679647238,1,08/01/2022 23:07:27,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,31,31,3,Screen 4,Zone4,mouse_view,,,,71176-12-5440963-task-zwsq-18377888-mousetracking-32-3.xlsx,,0,1,0,,,,,2,trial_standard,500,D11.jpg,D1.jpg,,8000,2_NudeWomanNudeMan
161,1641679648375,08/01/2022 22:07:28,1641679647239,1,08/01/2022 23:07:27,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,31,31,3,Screen 4,Zone4,mouse_view,,,,https://gorilla.sc/uploads/schedule/18377888?filename=mousetracking-32-3.xlsx,,0,1,0,,,,,2,trial_standard,500,D11.jpg,D1.jpg,,8000,2_NudeWomanNudeMan
162,1641679648375,08/01/2022 22:07:28,1641679647239,1,08/01/2022 23:07:27,71176,12,task-zwsq,,18377888,BLIND,5440963,,complete,,61da0847e9ca02f692fb596b,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1920x1080,1920x929,,Experimental Block A (standard blurred),2,AB,Spreadsheet1,Spreadsheet1,31,31,3,Screen 4,Zone3,timelimit_screen,8000.0839999999735,,,,,0,1,0,,,1,,2,trial_standard,500,D11.jpg,D1.jpg,,8000,2_NudeWomanNudeMan
